ID,Task
41531,0
93620,0
133570,0
4270,0
64782,0
103561,0
99062,0
49978,0
126615,0
55930,0
25400,0
86233,0
82371,0
113305,0
111667,0
20160,0
143834,0
106631,0
123220,0
466,0
78713,0
59585,0
122553,0
122816,0
63007,0
5215,0
45789,0
32169,0
80157,0
102084,0
5428,0
32595,0
71254,0
136718,0
91903,0
122315,0
63337,0
86358,0
109450,0
132941,0
20524,0
40999,0
46372,0
64035,0
37989,0
57031,0
16111,0
96860,0
127907,0
23035,0
100879,0
56497,0
85009,0
40388,0
67153,0
22273,0
6452,0
24683,0
37651,0
53412,0
35204,0
106267,0
53921,0
129113,0
6347,0
28516,0
143785,0
65432,0
49862,0
43467,0
61059,0
16047,0
37032,0
117833,0
40872,0
46236,0
2320,0
138741,0
138950,0
110043,0
51898,0
39853,0
132966,0
79970,0
77220,0
138227,0
4215,0
23977,0
12457,0
128221,0
49850,0
67746,0
139255,0
53234,0
38855,0
30954,0
49815,0
69255,0
138539,0
85465,0
27058,0
45625,0
101463,0
35769,0
117988,0
78220,0
8236,0
100835,0
97176,0
42535,0
74465,0
36231,0
42569,0
90679,0
16461,0
84394,0
5264,0
86039,0
118928,0
125628,0
12482,0
86420,0
59910,0
41824,0
20266,0
97843,0
135944,0
43596,0
124995,0
51889,0
44761,0
89539,0
121814,0
107920,0
46890,0
106979,0
8042,0
10189,0
15654,0
33505,0
89214,0
67132,0
89237,0
110207,0
53279,0
29219,0
101486,0
126263,0
116374,0
7214,0
105939,0
1343,0
139425,0
14238,0
134142,0
25093,0
81374,0
112597,0
17703,0
27295,0
102238,0
80049,0
70303,0
90674,0
34382,0
64290,0
52922,0
105082,0
122054,0
80711,0
16062,0
58868,0
143569,0
117516,0
59528,0
10723,0
22204,0
118023,0
112034,0
134337,0
95309,0
133632,0
107570,0
91648,0
98769,0
89207,0
120182,0
29061,0
97053,0
109971,0
84236,0
119405,0
51343,0
94082,0
63626,0
80479,0
9917,0
45034,0
34188,0
145250,0
52511,0
110211,0
14055,0
115552,0
140610,0
22684,0
73621,0
94545,0
138050,0
82008,0
114627,0
66298,0
130832,0
142380,0
102105,0
44986,0
54469,0
5752,0
73567,0
112241,0
50538,0
76755,0
114119,0
44616,0
70575,0
141401,0
11081,0
134747,0
96817,0
135094,0
126433,0
25891,0
1300,0
95473,0
123905,0
144450,0
73140,0
5210,0
62234,0
43609,0
16789,0
101515,0
56510,0
57473,0
8764,0
136458,0
61830,0
142444,0
108266,0
48516,0
15761,0
3200,0
80187,0
51849,0
104789,0
94950,0
96153,0
37859,0
60214,0
16289,0
68022,0
51418,0
91605,0
77308,0
60358,0
124782,0
105612,0
56954,0
140920,0
113743,0
57652,0
43045,0
122776,0
27323,0
123373,0
128260,0
122723,0
120176,0
38068,0
39301,0
54412,0
17719,0
104677,0
45664,0
91262,0
3430,0
81139,0
66528,0
53540,0
127332,0
101479,0
84175,0
53588,0
85248,0
38612,0
75207,0
62434,0
17965,0
6152,0
121030,0
18939,0
22271,0
130651,0
47008,0
81416,0
47420,0
89872,0
105727,0
55291,0
92233,0
44027,0
109494,0
133352,0
27211,0
23766,0
136774,0
12156,0
22780,0
23708,0
45010,0
133090,0
87611,0
72896,0
40826,0
29368,0
97573,0
73731,0
59732,0
124460,0
933,0
77174,0
127772,0
119263,0
48050,0
117418,0
138634,0
86482,0
82405,0
122686,0
31079,0
47675,0
126002,0
104974,0
107234,0
57212,0
54904,0
123449,0
100826,0
45548,0
34205,0
134706,0
137305,0
5875,0
142706,0
124485,0
26908,0
9915,0
36768,0
76602,0
2903,0
57035,0
86461,0
57862,0
94894,0
134361,0
378,0
26229,0
59704,0
34715,0
55079,0
12621,0
61815,0
90393,0
121500,0
9904,0
137269,0
23779,0
121595,0
97018,0
62997,0
53735,0
89826,0
25434,0
50016,0
105129,0
130108,0
45035,0
78613,0
97986,0
126025,0
9751,0
27028,0
15644,0
126007,0
131502,0
19813,0
71212,0
63199,0
77531,0
73884,0
71487,0
91987,0
125906,0
56785,0
125287,0
49169,0
115996,0
88431,0
138772,0
48497,0
45919,0
94812,0
62602,0
92801,0
143252,0
122501,0
136272,0
118350,0
119985,0
46351,0
145215,0
135848,0
126292,0
63339,0
117695,0
111189,0
129404,0
144058,0
16282,0
77898,0
92921,0
82316,0
3099,0
21782,0
42561,0
124118,0
58600,0
102782,0
94021,0
73017,0
33072,0
13273,0
60686,0
127381,0
123876,0
88843,0
94041,0
42848,0
48944,0
142429,0
106985,0
139066,0
35004,0
36140,0
18624,0
105333,0
20072,0
60862,0
22404,0
19839,0
142319,0
43345,0
51361,0
99558,0
39449,0
43808,0
88347,0
29915,0
1749,0
53470,0
63890,0
89784,0
138846,0
116294,0
34766,0
104611,0
122874,0
11846,0
80757,0
7467,0
112518,0
54865,0
79611,0
79568,0
95030,0
87871,0
30854,0
97880,0
129098,0
62956,0
57234,0
31091,0
108587,0
58905,0
79587,0
97377,0
83051,0
103877,0
101262,0
3132,0
132600,0
59260,0
124791,0
144864,0
130814,0
105556,0
141447,0
78034,0
121977,0
35095,0
39134,0
142938,0
78798,0
75314,0
149,0
123067,0
45675,0
44080,0
39362,0
119695,0
15626,0
126670,0
58080,0
127515,0
70521,0
109642,0
11129,0
32115,0
141907,0
2029,0
25911,0
100976,0
37955,0
103063,0
113934,0
49980,0
43509,0
22550,0
66698,0
30004,0
35678,0
60442,0
74333,0
35235,0
88068,0
72818,0
108845,0
70215,0
37359,0
43444,0
60234,0
120972,0
52698,0
129348,0
33417,0
55923,0
24627,0
141974,0
138861,0
92218,0
50563,0
129358,0
17123,0
88583,0
18337,0
111483,0
141423,0
14369,0
64020,0
43049,0
45803,0
122490,0
118864,0
26784,0
99094,0
109496,0
60322,0
75931,0
42989,0
124136,0
47268,0
60752,0
37464,0
12436,0
28847,0
36862,0
53451,0
109111,0
94643,0
48156,0
83855,0
125300,0
117792,0
9699,0
77808,0
86950,0
56089,0
70882,0
137570,0
22285,0
116069,0
135130,0
112776,0
72292,0
133557,0
37051,0
135082,0
32257,0
98367,0
83033,0
95523,0
70346,0
114620,0
1054,0
104603,0
12579,0
30823,0
29973,0
120715,0
118807,0
129076,0
6104,0
14579,0
126695,0
94781,0
48501,0
33304,0
112511,0
68433,0
135771,0
47730,0
674,0
21562,0
95105,0
77815,0
115743,0
145449,0
8523,0
96216,0
32129,0
110474,0
98554,0
77633,0
25868,0
89435,0
133530,0
123778,0
91194,0
28052,0
46081,0
109962,0
95398,0
128964,0
18107,0
97161,0
16925,0
124083,0
4190,0
103706,0
133136,0
41651,0
18626,0
6756,0
28001,0
71144,0
690,0
139860,0
99836,0
72293,0
108840,0
125704,0
25417,0
57747,0
72389,0
117762,0
72065,0
106697,0
109601,0
142261,0
27956,0
125893,0
66037,0
144365,0
142663,0
116473,0
124119,0
63991,0
20136,0
123378,0
72472,0
88119,0
17488,0
99801,0
91023,0
93560,0
107714,0
9812,0
43598,0
131877,0
114230,0
64865,0
5677,0
36031,0
140193,0
80547,0
99776,0
33608,0
94423,0
17182,0
103234,0
125250,0
109584,0
143146,0
110086,0
1150,0
27427,0
20189,0
113381,0
58586,0
20007,0
119956,0
27480,0
137268,0
116038,0
136065,0
40921,0
61165,0
50909,0
89650,0
6873,0
21793,0
58246,0
86384,0
37686,0
40505,0
16421,0
42784,0
73372,0
54803,0
75064,0
30630,0
69339,0
30698,0
30124,0
86705,0
124219,0
143487,0
1261,0
77068,0
139961,0
54647,0
38722,0
121916,0
129899,0
99018,0
53190,0
120163,0
123147,0
136945,0
106996,0
38713,0
7095,0
77460,0
2298,0
47714,0
89153,0
136577,0
17169,0
66011,0
20915,0
51062,0
59933,0
119869,0
96180,0
442,0
105531,0
135312,0
117896,0
130563,0
67734,0
85684,0
101403,0
5588,0
57341,0
112542,0
64423,0
139910,0
52011,0
123321,0
99860,0
84968,0
99903,0
9158,0
46111,0
51617,0
93586,0
87587,0
42751,0
108908,0
324,0
84024,0
113302,0
24494,0
130300,0
119149,0
74809,0
89377,0
55836,0
19776,0
74192,0
99972,0
110579,0
90173,0
129953,0
91192,0
69261,0
104024,0
42713,0
23873,0
46646,0
47504,0
140088,0
17840,0
72601,0
23132,0
1517,0
32127,0
97512,0
39230,0
95652,0
121604,0
10436,0
98114,0
37494,0
118320,0
58941,0
97741,0
35054,0
66158,0
47513,0
86434,0
23017,0
65051,0
30140,0
11987,0
31423,0
72637,0
145406,0
9975,0
59243,0
50161,0
133499,0
107694,0
132709,0
19308,0
67243,0
102847,0
22080,0
32153,0
13915,0
58607,0
35408,0
48763,0
7516,0
10817,0
139196,0
71926,0
102089,0
106932,0
126445,0
36083,0
123741,0
102852,0
140738,0
28518,0
20890,0
65388,0
129810,0
12046,0
7438,0
29343,0
91527,0
75080,0
143299,0
133394,0
67406,0
103871,0
105484,0
64182,0
8667,0
4118,0
113151,0
17403,0
34240,0
124175,0
41785,0
104203,0
4741,0
20284,0
83929,0
25149,0
120371,0
130981,0
107909,0
47945,0
118379,0
129351,0
139,0
2417,0
23126,0
35138,0
124734,0
32475,0
50793,0
132100,0
105555,0
55216,0
66711,0
139236,0
130898,0
9444,0
70128,0
104886,0
75046,0
17109,0
24341,0
61221,0
112866,0
72079,0
72783,0
12604,0
121527,0
35226,0
72424,0
55436,0
140689,0
93315,0
65986,0
33771,0
90340,0
140393,0
96197,0
5491,0
5154,0
23315,0
17980,0
96659,0
94273,0
41888,0
57366,0
139870,0
28104,0
140010,0
39037,0
53005,0
76038,0
130882,0
70211,0
16475,0
107219,0
46738,0
51589,0
122468,0
65225,0
3016,0
39243,0
59249,0
43572,0
124835,0
137749,0
134786,0
121439,0
3064,0
47263,0
62431,0
82759,0
40497,0
108107,0
74370,0
87863,0
97818,0
31125,0
82906,0
100509,0
118412,0
10340,0
24342,0
9920,0
7092,0
106549,0
134583,0
124833,0
112528,0
2694,0
92993,0
96456,0
19007,0
60619,0
21917,0
14479,0
116568,0
127475,0
104204,0
30187,0
134135,0
2264,0
115687,0
80996,0
118706,0
72517,0
93462,0
80907,0
141496,0
136024,0
141450,0
41967,0
72087,0
123455,0
70413,0
17612,0
46143,0
34982,0
109641,0
98911,0
68110,0
26077,0
119910,0
33887,0
49480,0
140188,0
131478,0
96922,0
56774,0
111887,0
24069,0
38030,0
18194,0
85019,0
50090,0
42035,0
48551,0
4906,0
109495,0
115570,0
102704,0
21343,0
51655,0
7462,0
68561,0
15985,0
54989,0
94284,0
114947,0
8008,0
97562,0
97117,0
51914,0
144810,0
36262,0
69971,0
43823,0
585,0
61310,0
128092,0
57678,0
44038,0
98441,0
17502,0
65062,0
102254,0
67877,0
25272,0
10673,0
81351,0
35354,0
2136,0
85572,0
71803,0
137085,0
77329,0
25141,0
139142,0
53852,0
137721,0
42770,0
3615,0
108057,0
76458,0
27144,0
131962,0
46630,0
96512,0
3617,0
123431,0
137266,0
49622,0
101632,0
101208,0
60499,0
272,0
58564,0
60163,0
145408,0
144886,0
23337,0
29454,0
33834,0
120594,0
57927,0
63174,0
48168,0
81883,0
121983,0
39156,0
113450,0
100299,0
14638,0
74742,0
58101,0
62481,0
90657,0
121726,0
121973,0
106353,0
107242,0
66394,0
94650,0
27409,0
76953,0
35832,0
133976,0
52676,0
78091,0
83068,0
18924,0
23205,0
100257,0
128403,0
103104,0
110527,0
137083,0
132839,0
87572,0
130574,0
7801,0
136212,0
108503,0
43847,0
32926,0
130098,0
10640,0
10365,0
4292,0
83006,0
26168,0
62364,0
106980,0
38843,0
96886,0
52178,0
120064,0
112532,0
141284,0
134565,0
120272,0
13228,0
86955,0
81064,0
64742,0
6084,0
50831,0
82414,0
14960,0
46030,0
25878,0
27538,0
110512,0
110959,0
68862,0
54727,0
133813,0
4039,0
84849,0
72897,0
101937,0
105788,0
57038,0
140829,0
135805,0
34305,0
265,0
143136,0
22613,0
22626,0
83656,0
123132,0
106841,0
34242,0
73491,0
70105,0
13721,0
137272,0
10330,0
9918,0
85454,0
37908,0
75862,0
82281,0
56789,0
12075,0
79172,0
15666,0
139562,0
2344,0
22758,0
34290,0
22110,0
17049,0
20251,0
92608,0
67415,0
44526,0
137589,0
131698,0
44148,0
17848,0
93108,0
137291,0
61172,0
31006,0
53578,0
74817,0
128669,0
112800,0
136731,0
130619,0
113308,0
33979,0
79359,0
47317,0
42032,0
51144,0
46446,0
10570,0
143993,0
10679,0
120414,0
10869,0
12581,0
43259,0
12002,0
103472,0
50864,0
33946,0
44705,0
123200,0
108533,0
140197,0
13283,0
31387,0
86985,0
92585,0
7473,0
44129,0
57787,0
79724,0
130723,0
66772,0
30563,0
14043,0
46135,0
140441,0
23083,0
30774,0
15799,0
87805,0
97597,0
102107,0
73738,0
14361,0
122404,0
49808,0
11535,0
50253,0
139964,0
86999,0
107218,0
3451,0
8130,0
15920,0
64832,0
122447,0
122918,0
30654,0
17136,0
103849,0
1965,0
23274,0
9989,0
17653,0
1183,0
22731,0
126955,0
48914,0
71398,0
8939,0
68626,0
44538,0
62476,0
33022,0
28473,0
70402,0
88555,0
128097,0
112291,0
21117,0
27696,0
108726,0
67972,0
35032,0
20332,0
42063,0
66724,0
125825,0
54347,0
10898,0
30494,0
128957,0
77580,0
144511,0
110729,0
20415,0
77486,0
61153,0
48212,0
81359,0
42960,0
36007,0
34257,0
93283,0
19795,0
129946,0
50981,0
64462,0
123301,0
22538,0
8288,0
68317,0
110520,0
62090,0
141988,0
74521,0
39921,0
32335,0
5581,0
105523,0
143752,0
104236,0
30511,0
80006,0
79203,0
70403,0
111309,0
18346,0
65209,0
60297,0
75894,0
27825,0
79116,0
103797,0
106952,0
88246,0
49734,0
138026,0
44033,0
79498,0
130875,0
17112,0
51161,0
141860,0
79667,0
73264,0
37774,0
44609,0
67753,0
14666,0
142829,0
91889,0
50777,0
142609,0
139572,0
115000,0
15866,0
20206,0
18349,0
63941,0
126818,0
97395,0
38979,0
104743,0
98426,0
19444,0
72879,0
55772,0
86737,0
81493,0
107999,0
54761,0
70703,0
143105,0
1933,0
64710,0
9237,0
79010,0
22175,0
50092,0
37229,0
5047,0
71223,0
87906,0
81127,0
72387,0
99148,0
119543,0
54180,0
116797,0
5669,0
117520,0
124459,0
42390,0
2739,0
82363,0
118116,0
109727,0
104910,0
32859,0
122101,0
121448,0
142753,0
137662,0
101310,0
10160,0
129272,0
19384,0
120765,0
74267,0
63495,0
137067,0
15483,0
137573,0
97424,0
103801,0
95176,0
78262,0
33947,0
142785,0
73512,0
3199,0
16704,0
133050,0
31833,0
23314,0
111502,0
74820,0
75410,0
133773,0
73578,0
58421,0
4107,0
77353,0
114011,0
64765,0
9358,0
4232,0
70393,0
24114,0
93698,0
87198,0
67392,0
71658,0
99593,0
123940,0
35350,0
38223,0
126056,0
89756,0
79073,0
63498,0
112959,0
100790,0
104773,0
34081,0
118187,0
89032,0
45884,0
38813,0
3600,0
62905,0
59654,0
116117,0
74941,0
116331,0
71396,0
6313,0
78020,0
52655,0
69077,0
50696,0
107111,0
132761,0
101079,0
36151,0
3660,0
95620,0
79107,0
72985,0
3557,0
119100,0
33396,0
144820,0
70235,0
20468,0
59188,0
92258,0
92932,0
86449,0
38303,0
126147,0
100112,0
85319,0
76612,0
134893,0
61092,0
56015,0
33707,0
80606,0
4172,0
91256,0
68257,0
30061,0
28890,0
115736,0
126207,0
110468,0
71747,0
131489,0
91470,0
26388,0
57860,0
43802,0
55108,0
125708,0
63013,0
58058,0
119602,0
43683,0
92491,0
59239,0
139758,0
94644,0
108653,0
32902,0
102036,0
36103,0
144420,0
117809,0
138349,0
40820,0
29505,0
124767,0
98157,0
26846,0
49833,0
127921,0
135339,0
95172,0
87281,0
22691,0
134482,0
32939,0
76444,0
143871,0
133137,0
90484,0
30861,0
1362,0
47516,0
12692,0
301,0
62255,0
108058,0
142338,0
2605,0
55489,0
67491,0
30747,0
15093,0
96124,0
43821,0
9833,0
29744,0
108553,0
43918,0
23177,0
109379,0
30162,0
108881,0
61628,0
113998,0
7327,0
132780,0
124869,0
44798,0
81862,0
128663,0
19331,0
115061,0
69276,0
1107,0
78770,0
35161,0
136816,0
109621,0
2129,0
29586,0
141201,0
138058,0
24037,0
10240,0
112104,0
86660,0
85829,0
78654,0
8106,0
111442,0
141318,0
126149,0
78049,0
99313,0
139099,0
80411,0
126653,0
56102,0
23598,0
127055,0
114239,0
97784,0
127498,0
4184,0
14203,0
142952,0
42213,0
63329,0
49770,0
60073,0
132305,0
21453,0
93266,0
60543,0
16086,0
137987,0
6002,0
50358,0
44881,0
79377,0
112683,0
141460,0
123511,0
114109,0
24246,0
105712,0
63145,0
76528,0
66817,0
128254,0
26697,0
82972,0
48979,0
64359,0
29406,0
95928,0
132020,0
81105,0
86638,0
94922,0
27709,0
97859,0
49124,0
98436,0
9371,0
97321,0
72766,0
102720,0
20014,0
132264,0
82930,0
90457,0
119274,0
34277,0
21894,0
43656,0
8059,0
30081,0
86399,0
105978,0
45857,0
75081,0
68057,0
105844,0
104437,0
7593,0
131652,0
83927,0
82998,0
15974,0
75527,0
85213,0
140212,0
28011,0
123162,0
103821,0
10706,0
80315,0
2504,0
130737,0
100911,0
67303,0
127479,0
143677,0
54356,0
104745,0
44037,0
4144,0
105204,0
105713,0
19273,0
74733,0
38849,0
7418,0
104050,0
56277,0
10312,0
9521,0
30250,0
129032,0
49205,0
30902,0
56357,0
129075,0
10665,0
39000,0
121669,0
124000,0
125903,0
57491,0
91306,0
119402,0
55288,0
47357,0
54068,0
57699,0
59501,0
100039,0
79812,0
138178,0
105098,0
118364,0
61279,0
144456,0
131883,0
123359,0
76609,0
15031,0
85610,0
8740,0
124315,0
42743,0
37937,0
87536,0
46528,0
60296,0
38942,0
139659,0
10137,0
145393,0
47784,0
40137,0
358,0
136782,0
8688,0
66335,0
22877,0
19284,0
14050,0
80756,0
123595,0
8113,0
40886,0
115732,0
82974,0
138379,0
64917,0
52373,0
41696,0
87591,0
106901,0
107987,0
53686,0
95092,0
124074,0
81145,0
97779,0
8710,0
9281,0
43414,0
16422,0
145210,0
91666,0
134594,0
64453,0
26163,0
82738,0
104933,0
103103,0
121799,0
34086,0
24563,0
109665,0
42819,0
2540,0
134326,0
134648,0
28275,0
61296,0
54568,0
72918,0
78915,0
33942,0
27314,0
69337,0
142956,0
127915,0
3614,0
50566,0
103574,0
133011,0
45044,0
8636,0
142044,0
41212,0
7033,0
12330,0
66976,0
74580,0
79579,0
123560,0
99049,0
34391,0
12074,0
85175,0
39540,0
129573,0
15394,0
111970,0
59653,0
5772,0
75192,0
117422,0
122339,0
135429,0
113517,0
61982,0
143969,0
79339,0
99965,0
135417,0
16638,0
61447,0
125369,0
19550,0
120042,0
95267,0
20921,0
39333,0
133714,0
29246,0
128226,0
16567,0
79965,0
124060,0
2381,0
90431,0
109061,0
31580,0
96459,0
60936,0
18657,0
98479,0
53670,0
125836,0
34471,0
102007,0
5419,0
81722,0
8362,0
37413,0
131868,0
129932,0
135,0
76335,0
136560,0
128712,0
8033,0
123039,0
59084,0
138978,0
127503,0
111332,0
29635,0
116287,0
106182,0
8032,0
41807,0
7751,0
73029,0
81584,0
93398,0
46455,0
42253,0
86103,0
140257,0
139385,0
136540,0
77792,0
100948,0
127209,0
7519,0
83784,0
66318,0
1090,0
76352,0
39785,0
35602,0
78640,0
81949,0
144565,0
111974,0
37809,0
90377,0
134123,0
56299,0
131854,0
24788,0
50238,0
79760,0
58180,0
49499,0
104265,0
84374,0
104371,0
97689,0
33165,0
15663,0
56647,0
8844,0
50035,0
15753,0
112425,0
9561,0
97093,0
56607,0
85228,0
5737,0
144212,0
41826,0
1879,0
138674,0
92453,0
91941,0
43495,0
26448,0
18511,0
113808,0
95171,0
119449,0
98133,0
31476,0
123413,0
51648,0
26236,0
6924,0
11307,0
126225,0
63088,0
75534,0
105639,0
32226,0
34706,0
79703,0
59315,0
85933,0
60511,0
126712,0
75716,0
132216,0
71094,0
42244,0
23693,0
20821,0
68137,0
130573,0
53026,0
124314,0
112530,0
20409,0
130097,0
53221,0
127049,0
35801,0
19916,0
8784,0
28659,0
60868,0
113291,0
29239,0
131109,0
98253,0
142627,0
143230,0
64443,0
10670,0
115954,0
114046,0
141617,0
54293,0
129037,0
21428,0
33716,0
95270,0
22982,0
13867,0
114550,0
29154,0
73199,0
104941,0
73081,0
19563,0
57446,0
2715,0
88344,0
2280,0
107362,0
92978,0
111071,0
4818,0
37017,0
116783,0
127774,0
110819,0
24565,0
100550,0
49306,0
77101,0
27894,0
55726,0
111130,0
65189,0
89785,0
25064,0
28201,0
57481,0
41286,0
9739,0
84641,0
107538,0
5600,0
77403,0
116262,0
66938,0
77523,0
5879,0
111047,0
90018,0
132075,0
65096,0
39905,0
84201,0
19277,0
14701,0
144283,0
55302,0
125954,0
35250,0
30333,0
142071,0
43029,0
140451,0
48932,0
31689,0
113601,0
79401,0
74488,0
32986,0
63781,0
105169,0
34906,0
139294,0
84292,0
66602,0
138232,0
8835,0
49799,0
80154,0
133022,0
136352,0
76896,0
1635,0
86237,0
131440,0
7301,0
4143,0
127586,0
2788,0
52732,0
80888,0
130427,0
81500,0
43909,0
67162,0
100573,0
78925,0
7984,0
93299,0
137482,0
17724,0
41162,0
9908,0
52537,0
117638,0
145429,0
145016,0
11236,0
90203,0
41330,0
90668,0
125476,0
135513,0
38387,0
82609,0
30391,0
111353,0
119359,0
104756,0
63254,0
13075,0
108650,0
94694,0
43842,0
84178,0
38420,0
112771,0
89849,0
97404,0
111950,0
134843,0
25758,0
81632,0
125682,0
72332,0
114782,0
55157,0
121923,0
86701,0
100748,0
106451,0
140442,0
25452,0
85115,0
139026,0
132908,0
2194,0
23213,0
92044,0
22889,0
102772,0
25504,0
91976,0
94599,0
1139,0
64798,0
90757,0
67611,0
58297,0
123858,0
139326,0
143552,0
60597,0
137645,0
40665,0
75002,0
124585,0
9364,0
33097,0
121603,0
39354,0
95315,0
29073,0
82478,0
128702,0
80742,0
712,0
129390,0
21905,0
57141,0
61552,0
83664,0
91272,0
45268,0
105367,0
106398,0
138456,0
48546,0
88029,0
6135,0
43274,0
8233,0
45864,0
91197,0
30629,0
13089,0
139003,0
62791,0
103610,0
103763,0
91652,0
92153,0
132320,0
69408,0
6299,0
67774,0
67549,0
79470,0
16695,0
16718,0
7682,0
38317,0
83331,0
104242,0
118916,0
34779,0
134673,0
12257,0
64419,0
55987,0
47171,0
51199,0
39514,0
75246,0
23832,0
86666,0
37318,0
87213,0
124160,0
27145,0
120085,0
81267,0
23594,0
2685,0
99424,0
56375,0
53317,0
18952,0
114567,0
12731,0
95537,0
28137,0
92884,0
136360,0
138900,0
124250,0
141107,0
42764,0
119396,0
40346,0
2721,0
113735,0
48246,0
33881,0
28450,0
87551,0
13059,0
56487,0
122673,0
72794,0
38264,0
57434,0
111037,0
54586,0
35045,0
8995,0
48859,0
16990,0
140502,0
108240,0
60201,0
32200,0
7260,0
80545,0
15337,0
38782,0
9137,0
120610,0
62044,0
65660,0
44726,0
99701,0
61828,0
105621,0
85364,0
100740,0
60271,0
33644,0
123288,0
126097,0
25834,0
93444,0
80988,0
92282,0
51735,0
99015,0
112806,0
114226,0
64404,0
18906,0
44717,0
27336,0
94942,0
82831,0
141864,0
127328,0
2556,0
115471,0
86260,0
89072,0
93151,0
102108,0
136122,0
95792,0
95924,0
9541,0
53630,0
113046,0
65678,0
64982,0
105742,0
104645,0
31656,0
8547,0
74571,0
84499,0
123398,0
91533,0
23684,0
105028,0
106260,0
101916,0
101061,0
126023,0
32139,0
35359,0
115846,0
12716,0
137598,0
91832,0
88686,0
128038,0
77536,0
40930,0
102703,0
97282,0
29759,0
7060,0
142577,0
123597,0
52671,0
92299,0
40979,0
83503,0
72045,0
115049,0
36215,0
98293,0
96305,0
45220,0
6302,0
17168,0
46502,0
11864,0
132095,0
123943,0
12632,0
110660,0
59456,0
91356,0
119703,0
6781,0
45851,0
140143,0
39751,0
69006,0
74475,0
113171,0
11906,0
133015,0
2258,0
64463,0
27477,0
17709,0
93981,0
103089,0
20067,0
129442,0
138075,0
51441,0
8960,0
36100,0
35190,0
71552,0
139235,0
88427,0
98504,0
8619,0
135570,0
30154,0
83336,0
66325,0
116623,0
72835,0
144039,0
21197,0
114194,0
145240,0
4813,0
142100,0
86587,0
30018,0
133402,0
75901,0
133908,0
106779,0
34095,0
79562,0
29620,0
31959,0
115349,0
49637,0
73722,0
102321,0
95899,0
128338,0
62140,0
75106,0
104314,0
21728,0
37802,0
145069,0
128506,0
46441,0
46362,0
38058,0
41363,0
109724,0
6075,0
78120,0
48608,0
25623,0
111525,0
3773,0
3406,0
138965,0
108973,0
38456,0
21176,0
105250,0
22527,0
107022,0
78054,0
77612,0
122814,0
48661,0
145039,0
46910,0
131033,0
31341,0
131084,0
60884,0
105511,0
141845,0
104682,0
86909,0
38497,0
22239,0
109437,0
63796,0
20928,0
110161,0
118764,0
3912,0
88528,0
41326,0
65695,0
60677,0
90977,0
50628,0
26857,0
78407,0
16520,0
141036,0
43697,0
137446,0
67174,0
72491,0
96619,0
62500,0
3115,0
29198,0
29370,0
127282,0
82182,0
36560,0
25197,0
8379,0
49445,0
4493,0
26040,0
16759,0
78965,0
130474,0
65219,0
62862,0
48649,0
67716,0
128988,0
23143,0
81485,0
121186,0
7713,0
16929,0
30385,0
48995,0
88079,0
81116,0
116938,0
93569,0
10765,0
21564,0
3289,0
20980,0
120413,0
133730,0
50244,0
50288,0
91682,0
14755,0
43580,0
120712,0
22843,0
49106,0
71200,0
87529,0
40919,0
123333,0
123819,0
73196,0
878,0
20728,0
5343,0
74436,0
51163,0
98344,0
108010,0
117770,0
119977,0
103944,0
21036,0
99519,0
139535,0
44126,0
6573,0
92624,0
15125,0
86393,0
103357,0
121398,0
85565,0
141374,0
26686,0
61000,0
84159,0
67119,0
3564,0
144670,0
85840,0
31616,0
130949,0
44861,0
53771,0
27159,0
21898,0
130179,0
105176,0
79626,0
104538,0
126578,0
60435,0
121069,0
137706,0
141648,0
53614,0
37534,0
67169,0
88787,0
69176,0
100945,0
122777,0
21615,0
113648,0
52738,0
27566,0
15192,0
124475,0
141859,0
34678,0
95746,0
25867,0
28452,0
115561,0
64593,0
25856,0
63704,0
4940,0
68302,0
41615,0
58667,0
35195,0
137584,0
15562,0
40945,0
98246,0
50144,0
127398,0
128245,0
15841,0
35208,0
144184,0
88740,0
13700,0
124058,0
93048,0
104967,0
78122,0
38631,0
72662,0
6117,0
101657,0
5049,0
51294,0
44513,0
75389,0
40589,0
53689,0
24068,0
29774,0
96981,0
9452,0
11010,0
124566,0
67993,0
63342,0
139615,0
28649,0
129678,0
87600,0
10049,0
70839,0
93244,0
66341,0
33300,0
67674,0
100453,0
26788,0
54443,0
27688,0
56043,0
17520,0
124006,0
84792,0
112273,0
4749,0
139912,0
67885,0
23617,0
56761,0
123930,0
95638,0
7666,0
25007,0
35,0
16343,0
75016,0
69991,0
67237,0
84380,0
107197,0
90017,0
81770,0
54246,0
42833,0
91047,0
89681,0
45260,0
46256,0
115190,0
92775,0
67193,0
141748,0
86174,0
37338,0
25969,0
106405,0
13468,0
28838,0
67511,0
99228,0
4810,0
23673,0
128895,0
91617,0
24481,0
44820,0
7600,0
82896,0
26816,0
37646,0
106594,0
112067,0
80776,0
110854,0
69247,0
114405,0
127262,0
108685,0
83902,0
75075,0
37862,0
42975,0
122791,0
132104,0
132737,0
90647,0
96703,0
15184,0
105300,0
100122,0
112989,0
29966,0
126185,0
116852,0
128372,0
95657,0
122867,0
106273,0
11122,0
40120,0
133151,0
119929,0
137190,0
90322,0
74086,0
116974,0
35670,0
23595,0
86048,0
45189,0
32048,0
14737,0
121005,0
34035,0
101335,0
91570,0
120007,0
14339,0
10195,0
74617,0
28034,0
115059,0
145196,0
72300,0
51037,0
134015,0
100009,0
108450,0
